ID_SALES,text
HC1147A, crew on flight 206 is awesome! Tell them I sent this tweet and maybe they will give me free wifi... #canthurtasking
HD2038A, we will be at the airport first thing in the morning
HN316A, my group got their Cancelled Flightlation fees waived but I can't because my ticket is booked for 2/18? Your reps were no help either Å”ĀĀā
HS1649A, now a delay to the rebooked flight?!
HD2687A, your airline is the biggest joke of an operation in the world.
HVP2109T, HELLO!! Is anyone behind your twitter account? #badcustomerservice
HC2341A," Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)"
SK4906A, what's going on with 1171 LGA-FLL..poor to no communication from gate agents??
HS487A, no my concerns were not addressed
HD2918T, thank you! I know the weather in #Boston isn't great. Everyone's tired
HC2471A, I'm great thanks keep up the good work
ST3434A, your seats are god awful.
HD4629A,  reservation (FEHQNE)  21FEB15 | DCA-RSW. Want refund not credit for Cancelled Flightled flight please.
HVP2722T, not given option for new flight! Why can't we get a plane PHL-MIA? 20years as an #eventprof this is worst travel experience ever
HC4911A, what response? Is our flight out of Montrose Cancelled Flightled or not?
HD4049A,. nothing apparently. I've flown w/ you 4 times in last 3 weeks and 3 of those experiences (incl today) were clusterfucks.
HD891A," yo, you need a new website really badly. This day and age..."
CD3967A, tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR
HD4412A, you have let me down! #oversold #earlybirdmeansnothing
CD1051A, updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?
HD2209A, have sent you a DM with the details. Thanks!
HD2806A," pilot: ""Don't worry folks there's a backup for the backup for every part of this plane."" Thanks guy"
HD3427A," Cancelled Flights my flight, doesn't send an email, text or call. Then puts me on way earlier flight I might miss now. Thanks AA!"
HD424A,  we are missing our connection due to delay out of LAS. What are we supposed to do now?
HD1193A," I can't say what airline I am on right now, but I sincerely miss you. #bestairline"
HD2017T, ooh thanks!
HD4331A," You can't control turbulence, but you can control customer experience, lot of scared people up here."
HD4660A," second, she sat on the Tarmac for 3 hrs only to be told it would be 30 mins"
HVP2811T, is giving me false hope of ever getting home
HD3475A,"  I shouldn't have to find them, they should tell us. I've flown Jet Blue since your first month. The experience isn't what it was."
HD2235A," Not to belabor my point,but shouldn't I be able to put a laptop bag above my seat?  Why is it announced to leave it for rollers? Thx"
HD2504A, the fact that #ChrisHasMadeUsBLUSH isn't trending is how you know I'm loyal ;)
SC4614A, resolved and im sick and tired of waiting on you. I want my refund and I'd like to speak to someone about it.
HD713T, next time you promise an ontime departure you should stick to it instead of stuffing us in this sweat box with no air
HC2861A," #success made flight , please thank the crew of 556 great time recovery"
HD1327A," you service agents at MCO are great, but their are not enough of them working right now!"
HD1306A, Many thanks for your reply! http://t.co/6CGFv02gzb
HD3751T, called back and I've been on hold. What is the issue?! I have a confirmation number and an email that shows how much I've paid
HC1603A, yeehaw. You found us another plane.  Thx for listening to me vent.
HD1239A, I did set up notifications through AA &amp; Us airways. still nothing
HD475A, Call me when you do and weÄĀĀll have to hook up!
HD4314A, Thanks.    This one was delayed an hour and a half prior to scheduled departure.
SK3711A, No wonder the cabin is filthy. #badservice
SC4944A, #1691 out of JFK. no one has info &amp; no answers as to why we boarded the plane. the team is in an awkward spot &amp; everyone is cranky
HD3052T, at MSP w/3 employees trying to check in several hundred and the line is crazy might miss our plane be sure to thank these employees
HD2483A, Thanks for doing that but now it's telling me to go to the airport and check in with an agent-what's up? http://t.co/PfseNJk5Pw
HD4966A, lmfao.
HS2604A,". Ah grasshopper, your twitterz kung fu no good.  Hire geeks. http://t.co/8MWItRi9kF"
HD4357A,  please call us back to rebook!!! 7403607771. We need to get back to Columbus!!!!!! Please help
HD1141A,@NinaDavuluri We think it's a treat to have you onboard! Enjoy your flight. Å”ĀĀĀ
HC987A, thanks! Y'all have some of the best customer service left in the industry.
HD4271A, @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad
HD347T, Your rubbish at Social Media! In the air two hours Late Flight but that's better than being Cancelled Flightled!
HD1314A," flight from PHL to Austin Cancelled Flighted, headed to Houston, delayed, now have to pay to rent a car and drive 3 hrs to Austin"
HD2938A, been on hold so long to rebook my Cancelled Flightled flight I had enough time to rebook with  instead! Lots of room there!
HD4093A," Uhmmm we need @JColeNC down in Dallas,Tx for his tour Å”ĀĀĀ«Å”ĀĀĀ«Å”ĀĀĀ«"
HC4171A, dm these nuts
HD4372T, Will have to try standby in Denver tonight or will have to Cancelled Flight father son trip till next year. Thx for trying.
HG628A, WHy is my KTN not showing on my boarding?  Why is TSA pre-check not applying to my boarding pass?
HC1256A,". No. I watched these bags be abandoned at depart gate. Watched for &gt;40 mins until owner returned, 20+ mins after I reported"
HD3145A, nope. Even better there were 4 seats. And due to W&amp;B first to raise hands got to move up. I wasn't fast enough.
HD5001A, Ricoh Smith at BOS provided oust and service
HD4073T, 44 minutes on hold so far. And still haven't spoke to a human. Never using you again.
HC1014A, Can you respond to my DM?
HD679A, narrowly made standby...lots of snags this trip!
HD792T, Yay! And are dependents with ID (wife children) eligible to use this discount too? How do you use it over the phone/inperson?
HD4337A," Cancelled Flightling flights, sending out tickets, then not telling the buyer... #jetblue how is that allowed?"
HC160A, now I have to pay for a hotel a car ride miss classes which I pay 30k for and miss work and you tell me to talk to someone
HD3216A, Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.
HD2769A, thanks do yall expect to be operational tomorrow out of Nashville?
HD2841T, YOU ARE THE EASIEST AIRLINE TO DEAL WITH.. I LOVEEEE YOU SO MUCH
HD2980A, I don't know who that may be. I was also working from home. Thanks for nothing.
HD4282A, thank you for the response. How can I got about getting the points onto my rewards account?
HVP498T, on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.
HN4177A, why am I still in Baltimore?! @delta is doing laps around us and laughing about it. # ridiculous
HIS1055T," I put it my ""to"" and ""from"" airports, click update and it tells me to put in my ""to"" and ""from"" airports."
HC4231A, how about checking the plane before having everyone board the plane? #pissed
HS1699A," stuck on the ramp at DCA, US Air computer system crashed...everywhere."
HD2567A, iiiii need help with my flight schedule!!! haha
HD2253A,  Total lack of cust. service for a mom flying solo w. baby. Will not be flying w. Am. Air again!!!
HD2019A," Thanks, I will!"
HD3371A," Vegas, San Francisco, Baltimore, San Diego and Philadelphia so far! I'm a very frequent business traveler."
HD912A, it's just the principle - it's hard to get mugged &amp; not be upset you took my money &amp; didn't give me anything #wrongiswrong
SM4687A, on hold for 2 hours now have been calling since Monday! I have a flight today need help now!!! #worst #NoExcusesAccepted
HD3824A, my flight was supposed to depart to Boston at 4:36 and now it's departing at 6:30 due to issues with finding a pilot. Thanks a lot!!
HD2860A, I don't want to be too whiny. We accommodated several passengers whose earlier flight was Cancelled Flightled. Our flight was very long.
HC4679A, : ur Wed BWI-BOSTON flights (8pm) really need to be better scheduled! They are almost always delayed!
SC1487A, No one answers your reservation phone line. I need to book travel with a  companion certificate. How do I get through?!!!
HD3287A, Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz.
HD959A, Would be helpful if you could refresh boarding time info on boarding passes for delayed flights
HG2526A, to begin Dallas-Austin #flights in April - 88.9 KETR http://t.co/SSUVWwkyHH
HD2631A," already did. I travel for a living, no help at all that it will take 3-4 weeks for any repair. And I have to pay to ship to TX."
HD219A, Airways Corporation Insider Trading Update - Rock Hill Daily http://t.co/vvzkSMFKVw
HD1550T," why am I to believe they will help when customer service couldn't? Like I said, I want a number to someone who can fix what you did."
HC3007A, thankyou :))ÄĀĀ¤Ä¼ĆøĀ
HG3855A," yes, it's a domestic flight. Thank you!"
HD2804A, not completely.  Our flight was changed in July but we never received notification.
HD646T, Thank you
HVP1692T," you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines"
HD38T, last week I flew from DAL to LAX. You got us in almost an hour early. Thank You.
SC3870A, I understand why the pilot would get on the plane but why 1st class?  There were 5 empty coach seats near me?  I'm a Premier 1K?
HD1899A, amen!
HD2364B, Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!
